"Gene_ID","Module"
"gene-RHOD|RHOD","skyblue3"
"gene-LOC121470097|LOC121470097","bisque4"
"gene-LOC115490544|LOC115490544","tan"
"gene-LOC140680234|LOC140680234","white"
"gene-LOC115495350|LOC115495350","tan"
"gene-LOC140684209|LOC140684209","bisque4"
"gene-LOC115495663|LOC115495663","white"
"gene-LOC140684243|LOC140684243","grey"
"gene-LOC115495661|LOC115495661","magenta"
"gene-SSH3|SSH3","green"
"gene-KDM2A|KDM2A","blue"
"gene-GRK2|GRK2","yellow"
"gene-ANKRD13D|ANKRD13D","grey"
"gene-POLD4|POLD4","navajowhite2"
"gene-CLCF1|CLCF1","blue"
"gene-RAD9A|RAD9A","salmon"
"gene-PPP1CA|PPP1CA","brown"
"gene-RPS6KB2|RPS6KB2","black"
"gene-PTPRCAP|PTPRCAP","green"
"gene-CORO1B|CORO1B","salmon4"
"gene-CABP4|CABP4","floralwhite"
"gene-OSBP|OSBP","midnightblue"
"gene-PATL1|PATL1","mediumpurple3"
"gene-STX3|STX3","grey"
"gene-MRPL16|MRPL16","greenyellow"
"gene-LOC100229557|LOC100229557","royalblue"
"gene-LOC140684245|LOC140684245","cyan"
"gene-CCDC86|CCDC86","greenyellow"
"gene-LOC115495423|LOC115495423","brown"
"gene-ZP1|ZP1","grey"
"gene-PRPF19|PRPF19","turquoise"
"gene-TMEM109|TMEM109","turquoise"
"gene-TMEM132A|TMEM132A","turquoise"
"gene-CD6|CD6","tan"
"gene-CD5|CD5","green"
"gene-LOC115495428|LOC115495428","blue"
"gene-CYB561A3|CYB561A3","plum2"
"gene-TMEM138|TMEM138","green"
"gene-TMEM216|TMEM216","tan"
"gene-CPSF7|CPSF7","black"
"gene-SDHAF2|SDHAF2","floralwhite"
"gene-SYT7|SYT7","blue"
"gene-DAGLA|DAGLA","black"
"gene-VPS37C|VPS37C","blue"
"gene-LOC100231572|LOC100231572","blue"
"gene-VWCE|VWCE","yellow"
"gene-DDB1|DDB1","brown"
"gene-TKFC|TKFC","brown"
"gene-MYRF|MYRF","grey"
"gene-LOC140684246|LOC140684246","red"
"gene-TMEM258|TMEM258","midnightblue"
"gene-FEN1|FEN1","grey"
"gene-LOC115495431|LOC115495431","blue"
"gene-LOC100230622|LOC100230622","blue"
"gene-DEAF1|DEAF1","floralwhite"
"gene-TMEM80|TMEM80","black"
"gene-EPS8L2|EPS8L2","turquoise"
"gene-SYT12|SYT12","maroon"
"gene-PTDSS2|PTDSS2","blue"
"gene-LOC100224843|LOC100224843","yellow"
"gene-SIRT3|SIRT3","brown"
"gene-RIC8A|RIC8A","green"
"gene-TNKS1BP1|TNKS1BP1","brown"
"gene-LOC115495440|LOC115495440","violet"
"gene-SLC43A3|SLC43A3","green"
"gene-LOC115495446|LOC115495446","steelblue"
"gene-CDHR5|CDHR5","lightgreen"
"gene-LOC115495432|LOC115495432","grey"
"gene-RMDN3|RMDN3","grey"
"gene-GCHFR|GCHFR","midnightblue"
"gene-DNAJC17|DNAJC17","darkmagenta"
"gene-C5H15orf62|C5H15orf62","darkorange"
"gene-LOC121468017|LOC121468017","lightcyan"
"gene-LOC115495434|LOC115495434","darkgreen"
"gene-MRPL21|MRPL21","greenyellow"
"gene-IGHMBP2|IGHMBP2","yellow"
"gene-ANO9|ANO9","plum2"
"gene-LOC140684247|LOC140684247","grey"
"gene-SIGIRR|SIGIRR","maroon"
"gene-B4GALNT4|B4GALNT4","white"
"gene-LOC121470066|LOC121470066","purple"
"gene-LOC115495436|LOC115495436","purple"
"gene-LOC115495435|LOC115495435","skyblue"
"gene-PGGHG|PGGHG","paleturquoise"
"gene-LOC115495437|LOC115495437","darkolivegreen"
"gene-PSMD13|PSMD13","sienna3"
"gene-BET1L|BET1L","cyan"
"gene-VPS51|VPS51","red"
"gene-INCENP|INCENP","darkturquoise"
"gene-LOC100232561|LOC100232561","blue"
"gene-LRRC55|LRRC55","palevioletred3"
"gene-APLNR|APLNR","darkorange2"
"gene-P2RX3|P2RX3","yellow"
"gene-SSRP1|SSRP1","pink"
"gene-LOC115495441|LOC115495441","midnightblue"
"gene-TIMM10|TIMM10","greenyellow"
"gene-SMTNL1|SMTNL1","purple"
"gene-UBE2L6|UBE2L6","midnightblue"
"gene-SERPING1|SERPING1","green"
"gene-YPEL4|YPEL4","black"
"gene-CLP1|CLP1","saddlebrown"
"gene-ZDHHC5|ZDHHC5","darkseagreen4"
"gene-MED19|MED19","turquoise"
"gene-TMX2|TMX2","saddlebrown"
"gene-SELENOH|SELENOH","magenta"
"gene-CTNND1|CTNND1","turquoise"
"gene-LPXN|LPXN","tan"
"gene-ZFP91|ZFP91","darkseagreen4"
"gene-CNTF|CNTF","blue"
"gene-DTX4|DTX4","turquoise"
"gene-MPEG1|MPEG1","green"
"gene-LOC105759312|LOC105759312","black"
"gene-DRD4|DRD4","grey"
"gene-PAK6|PAK6","grey"
"gene-BUB1B|BUB1B","green"
"gene-LOC140684249|LOC140684249","blue"
"gene-PLCB2|PLCB2","yellow"
"gene-INAFM2|INAFM2","midnightblue"
"gene-CCDC9B|CCDC9B","darkmagenta"
"gene-DISP2|DISP2","blue"
"gene-KNSTRN|KNSTRN","tan"
"gene-IVD|IVD","turquoise"
"gene-BAHD1|BAHD1","turquoise"
"gene-CHST14|CHST14","turquoise"
"gene-KNL1|KNL1","darkturquoise"
"gene-CCDC32|CCDC32","brown"
"gene-LOC100221958|LOC100221958","grey"
"gene-RPUSD2|RPUSD2","skyblue"
"gene-LOC140684251|LOC140684251","orangered4"
"gene-UNC93B1|UNC93B1","green"
"gene-RAB15|RAB15","red"
"gene-PLEKHG3|PLEKHG3","blue"
"gene-AGBL2|AGBL2","bisque4"
"gene-CABP2|CABP2","grey"
"gene-LOC100223936|LOC100223936","mediumpurple3"
"gene-LOC140684377|LOC140684377","yellow"
"gene-LOC140684378|LOC140684378","yellow"
"gene-LOC140684385|LOC140684385","blue"
"gene-GATD1|GATD1","brown"
"gene-RAD51|RAD51","violet"
"gene-LOC116808525|LOC116808525","orangered4"
"gene-LOC115495451|LOC115495451","mediumpurple3"
"gene-TCIRG1|TCIRG1","black"
"gene-NDUFS8|NDUFS8","greenyellow"
"gene-LOC100219991|LOC100219991","lightcyan1"
"gene-LOC100232483|LOC100232483","yellow"
"gene-MAX|MAX","green"
"gene-FNTB|FNTB","greenyellow"
"gene-GPX2|GPX2","grey"
"gene-CHURC1|CHURC1","sienna3"
"gene-SPTB|SPTB","steelblue"
"gene-NUP160|NUP160","red"
"gene-FNBP4|FNBP4","yellow"
"gene-MTCH2|MTCH2","greenyellow"
"gene-NUDT8|NUDT8","floralwhite"
"gene-NDUFV1|NDUFV1","greenyellow"
"gene-CDK2AP2|CDK2AP2","magenta"
"gene-PITPNM1|PITPNM1","yellow"
"gene-AIP|AIP","greenyellow"
"gene-LOC140684217|LOC140684217","yellow"
"gene-LOC140684220|LOC140684220","yellow"
"gene-LOC116808453|LOC116808453","yellow"
"gene-LOC140684383|LOC140684383","lightcyan1"
"gene-LOC140684382|LOC140684382","green"
"gene-LOC140684384|LOC140684384","grey60"
"gene-LOC140684381|LOC140684381","green"
"gene-LOC140684379|LOC140684379","lightcyan"
"gene-LOC140684222|LOC140684222","yellow"
"gene-LOC115495359|LOC115495359","yellow"
"gene-LOC100227788|LOC100227788","red"
"gene-CEND1|CEND1","tan"
"gene-TALDO1|TALDO1","pink"
"gene-LOC115495679|LOC115495679","darkgreen"
"gene-LOC140684386|LOC140684386","tan"
"gene-LOC115495460|LOC115495460","mediumpurple3"
"gene-LOC140684252|LOC140684252","black"
"gene-EIF4G2|EIF4G2","turquoise"
"gene-LOC115495695|LOC115495695","grey"
"gene-CTR9|CTR9","turquoise"
"gene-IRAG1|IRAG1","grey"
"gene-LYVE1|LYVE1","blue"
"gene-AMPD3|AMPD3","lightcyan"
"gene-RNF141|RNF141","brown"
"gene-ADM|ADM","thistle1"
"gene-SBF2|SBF2","plum1"
"gene-LOC121470121|LOC121470121","yellow"
"gene-SWAP70|SWAP70","darkgrey"
"gene-WEE1|WEE1","red"
"gene-ZNF143|ZNF143","red"
"gene-IPO7|IPO7","turquoise"
"gene-LOC115495360|LOC115495360","grey"
"gene-TMEM41B|TMEM41B","brown"
"gene-DENND5A|DENND5A","turquoise"
"gene-SCUBE2|SCUBE2","brown"
"gene-NRIP3|NRIP3","lightpink4"
"gene-TRIM66|TRIM66","tan"
"gene-LMO1|LMO1","tan"
"gene-C5H11orf16|C5H11orf16","brown"
"gene-DENND2B|DENND2B","midnightblue"
"gene-TMEM9B|TMEM9B","turquoise"
"gene-AKIP1|AKIP1","grey"
"gene-RPL27A|RPL27A","magenta"
"gene-LOC115495697|LOC115495697","grey"
"gene-LOC115495698|LOC115495698","grey"
"gene-RIC3|RIC3","midnightblue"
"gene-TUB|TUB","brown"
"gene-LOC140684256|LOC140684256","skyblue3"
"gene-RRAS2|RRAS2","turquoise"
"gene-COPB1|COPB1","brown"
"gene-LOC100190416|LOC100190416","greenyellow"
"gene-PDE3B|PDE3B","antiquewhite4"
"gene-CYP2R1|CYP2R1","yellow"
"gene-LOC100228652|LOC100228652","blue"
"gene-SOX6|SOX6","yellowgreen"
"gene-C5H11orf58|C5H11orf58","cyan"
"gene-PLEKHA7|PLEKHA7","white"
"gene-LOC140684258|LOC140684258","salmon"
"gene-PIK3C2A|PIK3C2A","turquoise"
"gene-RPS13|RPS13","magenta"
"gene-NUCB2|NUCB2","turquoise"
"gene-KCNJ11|KCNJ11","cyan"
"gene-ABCC8|ABCC8","violet"
"gene-USH1C|USH1C","darkorange2"
"gene-LOC105759308|LOC105759308","darkorange2"
"gene-LOC100224825|LOC100224825","blue"
"gene-TPH1|TPH1","darkolivegreen"
"gene-KCNC1|KCNC1","orange"
"gene-SERGEF|SERGEF","turquoise"
"gene-LOC140684262|LOC140684262","blue"
"gene-SAAL1|SAAL1","blue"
"gene-LOC100226788|LOC100226788","blue"
"gene-HPS5|HPS5","blue"
"gene-GTF2H1|GTF2H1","darkorange"
"gene-LOC115495479|LOC115495479","grey"
"gene-SPTY2D1|SPTY2D1","lightgreen"
"gene-LOC100223914|LOC100223914","brown"
"gene-TSG101|TSG101","brown"
"gene-UEVLD|UEVLD","red"
"gene-LOC140684263|LOC140684263","yellow"
"gene-PTPN5|PTPN5","tan"
"gene-LOC121470057|LOC121470057","salmon"
"gene-TMEM86A|TMEM86A","salmon"
"gene-LOC140684264|LOC140684264","blue"
"gene-PTPRJ|PTPRJ","grey60"
"gene-OSBPL5|OSBPL5","grey"
"gene-LOC100231625|LOC100231625","blue"
"gene-CARS1|CARS1","darkgreen"
"gene-PHLDA2|PHLDA2","blue"
"gene-NAP1L4|NAP1L4","brown"
"gene-LOC115495692|LOC115495692","pink"
"gene-SLC67A1|SLC67A1","darkred"
"gene-CDKN1C|CDKN1C","blue"
"gene-KCNQ1|KCNQ1","blue"
"gene-TSSC4|TSSC4","turquoise"
"gene-TRPM5|TRPM5","skyblue"
"gene-TSPAN32|TSPAN32","purple"
"gene-LOC115495484|LOC115495484","yellow"
"gene-IGF2|IGF2","orange"
"gene-LOC140684267|LOC140684267","red"
"gene-CD81|CD81","lightgreen"
"gene-MRPL23|MRPL23","magenta"
"gene-IFITM10|IFITM10","green"
"gene-DUSP8|DUSP8","coral1"
"gene-MOB2|MOB2","lightgreen"
"gene-BRSK2|BRSK2","tan"
"gene-TNNT3|TNNT3","plum2"
"gene-PRR33|PRR33","red"
"gene-LSP1|LSP1","cyan"
"gene-TNNI2|TNNI2","plum2"
"gene-SYT8|SYT8","grey"
"gene-LOC100229613|LOC100229613","pink"
"gene-CTSD|CTSD","turquoise"
"gene-MUC2|MUC2","plum2"
"gene-MUC6|MUC6","plum2"
"gene-TOLLIP|TOLLIP","turquoise"
"gene-LOC105759305|LOC105759305","grey"
"gene-AP2A2|AP2A2","brown"
"gene-CHID1|CHID1","cyan"
"gene-TSPAN4|TSPAN4","paleturquoise"
"gene-POLR2L|POLR2L","sienna3"
"gene-CD151|CD151","turquoise"
"gene-CRACR2B|CRACR2B","red"
"gene-PNPLA2|PNPLA2","lightgreen"
"gene-RPLP2|RPLP2","magenta"
"gene-LOC115495691|LOC115495691","lightyellow"
"gene-PIDD1|PIDD1","yellow"
"gene-LOC115495488|LOC115495488","blue"
"gene-SLC25A22|SLC25A22","ivory"
"gene-LOC100220042|LOC100220042","yellow"
"gene-LOC140684271|LOC140684271","steelblue"
"gene-IRF7|IRF7","purple"
"gene-PHRF1|PHRF1","orange"
"gene-RASSF7|RASSF7","turquoise"
"gene-LRRC56|LRRC56","blue"
"gene-HRAS|HRAS","turquoise"
"gene-LOC100224883|LOC100224883","tan"
"gene-RNH1|RNH1","brown"
"gene-CHKA|CHKA","blue"
"gene-KMT5B|KMT5B","grey"
"gene-C5H11orf24|C5H11orf24","brown"
"gene-LRP5|LRP5","lightgreen"
"gene-GAL|GAL","blue"
"gene-PPP6R3|PPP6R3","turquoise"
"gene-LOC115495493|LOC115495493","blue"
"gene-CPT1A|CPT1A","brown"
"gene-EHF|EHF","blue"
"gene-APIP|APIP","brown"
"gene-PDHX|PDHX","brown"
"gene-CD44|CD44","green"
"gene-SLC1A2|SLC1A2","orange"
"gene-PAMR1|PAMR1","greenyellow"
"gene-LOC115495495|LOC115495495","pink"
"gene-FJX1|FJX1","plum1"
"gene-LDLRAD3|LDLRAD3","cyan"
"gene-COMMD9|COMMD9","greenyellow"
"gene-PRR5L|PRR5L","green"
"gene-TRAF6|TRAF6","brown"
"gene-IFTAP|IFTAP","magenta"
"gene-LRRC4C|LRRC4C","grey"
"gene-API5|API5","red"
"gene-TTC17|TTC17","maroon"
"gene-LOC105759311|LOC105759311","brown"
"gene-ALKBH3|ALKBH3","darkgreen"
"gene-HSD17B12|HSD17B12","brown"
"gene-C5H11orf96|C5H11orf96","magenta"
"gene-ACCS|ACCS","salmon4"
"gene-EXT2|EXT2","turquoise"
"gene-ALX4|ALX4","antiquewhite4"
"gene-CD82|CD82","pink"
"gene-TSPAN18|TSPAN18","antiquewhite4"
"gene-TP53I11|TP53I11","cyan"
"gene-PRDM11|PRDM11","red"
"gene-SYT13|SYT13","grey"
"gene-LOC100218141|LOC100218141","black"
"gene-FUT8|FUT8","green"
"gene-C1QTNF4|C1QTNF4","antiquewhite4"
"gene-FAM180B|FAM180B","pink"
"gene-CELF1|CELF1","navajowhite2"
"gene-NDUFS3|NDUFS3","brown"
"gene-KBTBD4|KBTBD4","pink"
"gene-PTPMT1|PTPMT1","mediumpurple3"
"gene-RAPSN|RAPSN","grey"
"gene-PSMC3|PSMC3","brown"
"gene-LOC100220107|LOC100220107","midnightblue"
"gene-LOC140684278|LOC140684278","yellow"
"gene-SLC39A13|SLC39A13","turquoise"
"gene-SPI1|SPI1","green"
"gene-MYBPC3|MYBPC3","darkolivegreen"
"gene-MADD|MADD","yellow"
"gene-NR1H3|NR1H3","green"
"gene-ACP2|ACP2","turquoise"
"gene-DDB2|DDB2","green"
"gene-PACSIN3|PACSIN3","tan"
"gene-ARFGAP2|ARFGAP2","pink"
"gene-CSTPP1|CSTPP1","purple"
"gene-LRP4|LRP4","darkmagenta"
"gene-LOC140684364|LOC140684364","blue"
"gene-CKAP5|CKAP5","pink"
"gene-F2|F2","sienna3"
"gene-ARHGAP1|ARHGAP1","pink"
"gene-ATG13|ATG13","turquoise"
"gene-HARBI1|HARBI1","brown"
"gene-CHRM4|CHRM4","turquoise"
"gene-MDK|MDK","grey"
"gene-AMBRA1|AMBRA1","turquoise"
"gene-CREB3L1|CREB3L1","salmon"
"gene-DGKZ|DGKZ","purple"
"gene-PHF21A|PHF21A","darkgrey"
"gene-LARGE2|LARGE2","turquoise"
"gene-PEX16|PEX16","blue"
"gene-FREY1|FREY1","darkgreen"
"gene-MAPK8IP1|MAPK8IP1","turquoise"
"gene-CHST1|CHST1","turquoise"
"gene-CRY2|CRY2","black"
"gene-SLC35C1|SLC35C1","royalblue"
"gene-LOC115495502|LOC115495502","tan"
"gene-LOC100222906|LOC100222906","royalblue"
"gene-LOC140684280|LOC140684280","cyan"
"gene-ZFYVE19|ZFYVE19","greenyellow"
"gene-PPP1R14D|PPP1R14D","magenta"
"gene-SPINT1|SPINT1","darkgrey"
"gene-RHOV|RHOV","pink"
"gene-VPS18|VPS18","pink"
"gene-DLL4|DLL4","black"
"gene-CHAC1|CHAC1","blue"
"gene-INO80|INO80","yellow"
"gene-CHP1|CHP1","turquoise"
"gene-NUSAP1|NUSAP1","green"
"gene-OIP5|OIP5","darkorange2"
"gene-LOC140684281|LOC140684281","turquoise"
"gene-NDUFAF1|NDUFAF1","greenyellow"
"gene-RTF1|RTF1","turquoise"
"gene-LOC100221947|LOC100221947","paleturquoise"
"gene-ITPKA|ITPKA","coral1"
"gene-LTK|LTK","blue"
"gene-RPAP1|RPAP1","orange"
"gene-LOC101234163|LOC101234163","violet"
"gene-TYRO3|TYRO3","turquoise"
"gene-MGA|MGA","blue"
"gene-EHD4|EHD4","salmon"
"gene-MAPKBP1|MAPKBP1","brown"
"gene-LOC100229594|LOC100229594","red"
"gene-JMJD7|JMJD7","purple"
"gene-LOC101233080|LOC101233080","brown"
"gene-PLA2G4F|PLA2G4F","salmon"
"gene-VPS39|VPS39","black"
"gene-CAPN3|CAPN3","blue"
"gene-TMEM87A|TMEM87A","turquoise"
"gene-GANC|GANC","turquoise"
"gene-ZNF106|ZNF106","brown"
"gene-STARD9|STARD9","green"
"gene-SNAP23|SNAP23","turquoise"
"gene-LRRC57|LRRC57","thistle1"
"gene-HAUS2|HAUS2","blue"
"gene-TTBK2|TTBK2","turquoise"
"gene-LOC100222897|LOC100222897","black"
"gene-CDAN1|CDAN1","yellow"
"gene-LOC115495688|LOC115495688","magenta"
"gene-UBR1|UBR1","red"
"gene-TMEM62|TMEM62","brown"
"gene-PTGR2|PTGR2","lightyellow"
"gene-MIDEAS|MIDEAS","pink"
"gene-LOC100220974|LOC100220974","red"
"gene-LOC140684283|LOC140684283","red"
"gene-LOC100224870|LOC100224870","palevioletred3"
"gene-LOC100221946|LOC100221946","yellow"
"gene-NUMB|NUMB","lightpink4"
"gene-PAPLN|PAPLN","lightcyan"
"gene-PSEN1|PSEN1","turquoise"
"gene-RIOX1|RIOX1","saddlebrown"
"gene-LOC115495508|LOC115495508","ivory"
"gene-RBM25|RBM25","yellow"
"gene-LOC115495509|LOC115495509","yellow"
"gene-ZFYVE1|ZFYVE1","turquoise"
"gene-DCAF4|DCAF4","grey"
"gene-DPF3|DPF3","pink"
"gene-RGS6|RGS6","lightcyan"
"gene-SIPA1L1|SIPA1L1","royalblue"
"gene-PCNX1|PCNX1","turquoise"
"gene-MAP3K9|MAP3K9","lightyellow"
"gene-TTC9|TTC9","yellow"
"gene-MED6|MED6","skyblue3"
"gene-LOC100220969|LOC100220969","grey"
"gene-SYNJ2BP|SYNJ2BP","red"
"gene-LOC100221884|LOC100221884","blue"
"gene-COX16|COX16","yellowgreen"
"gene-SLC8A3|SLC8A3","purple"
"gene-SMOC1|SMOC1","turquoise"
"gene-SLC10A1|SLC10A1","blue"
"gene-SRSF5|SRSF5","yellow"
"gene-LOC140684285|LOC140684285","turquoise"
"gene-CCDC177|CCDC177","lightcyan"
"gene-SUSD6|SUSD6","turquoise"
"gene-PLEKHD1|PLEKHD1","grey"
"gene-SLC39A9|SLC39A9","turquoise"
"gene-ERH|ERH","brown"
"gene-GALNT16|GALNT16","grey"
"gene-EXD2|EXD2","black"
"gene-DCAF5|DCAF5","darkmagenta"
"gene-ACTN1|ACTN1","turquoise"
"gene-LOC140684288|LOC140684288","ivory"
"gene-LOC100220017|LOC100220017","black"
"gene-ZFP36L1|ZFP36L1","blue"
"gene-PLEKHH1|PLEKHH1","blue"
"gene-RAD51B|RAD51B","blue"
"gene-LOC115495520|LOC115495520","salmon"
"gene-TMEM229B|TMEM229B","grey"
"gene-LOC140684291|LOC140684291","black"
"gene-LOC115495521|LOC115495521","purple"
"gene-PIGH|PIGH","magenta"
"gene-PLEK2|PLEK2","blue"
"gene-LOC101233692|LOC101233692","blue"
"gene-ZFYVE26|ZFYVE26","green"
"gene-ARG2|ARG2","antiquewhite4"
"gene-VTI1B|VTI1B","blue"
"gene-LOC100226769|LOC100226769","blue"
"gene-BMF|BMF","salmon"
"gene-EIF2S1|EIF2S1","sienna3"
"gene-GPHN|GPHN","turquoise"
"gene-ATP6V1D|ATP6V1D","turquoise"
"gene-PALS1|PALS1","turquoise"
"gene-LOC116808444|LOC116808444","black"
"gene-LOC140684293|LOC140684293","red"
"gene-LOC140684294|LOC140684294","blue"
"gene-FSIP1|FSIP1","cyan"
"gene-SRP14|SRP14","skyblue3"
"gene-EIF2AK4|EIF2AK4","skyblue3"
"gene-THBS1|THBS1","maroon"
"gene-LOC116808484|LOC116808484","blue"
"gene-KATNBL1|KATNBL1","brown"
"gene-EMC7|EMC7","magenta"
"gene-FMN1|FMN1","blue"
"gene-RYR3|RYR3","royalblue"
"gene-AVEN|AVEN","grey"
"gene-GREM1|GREM1","orange"
"gene-SCG5|SCG5","grey"
"gene-ARHGAP11A|ARHGAP11A","yellow"
"gene-RASGRP1|RASGRP1","green"
"gene-FAM98B|FAM98B","salmon"
"gene-SPRED1|SPRED1","coral1"
"gene-LOC115495530|LOC115495530","grey"
"gene-MEIS2|MEIS2","red"
"gene-LOC140684297|LOC140684297","mediumpurple3"
"gene-LOC140684296|LOC140684296","pink"
"gene-CDIN1|CDIN1","turquoise"
"gene-LOC140684298|LOC140684298","darkturquoise"
"gene-DPH6|DPH6","lightyellow"
"gene-LOC115495533|LOC115495533","pink"
"gene-ZNF770|ZNF770","yellow"
"gene-ACTC1|ACTC1","darkolivegreen"
"gene-AQR|AQR","turquoise"
"gene-LOC140684299|LOC140684299","black"
"gene-STXBP6|STXBP6","purple"
"gene-NOVA1|NOVA1","yellow"
"gene-LOC101234101|LOC101234101","black"
"gene-FOXG1|FOXG1","antiquewhite4"
"gene-PRKD1|PRKD1","darkorange"
"gene-G2E3|G2E3","brown"
"gene-SCFD1|SCFD1","thistle2"
"gene-COCH|COCH","grey"
"gene-STRN3|STRN3","turquoise"
"gene-AP4S1|AP4S1","darkred"
"gene-HECTD1|HECTD1","ivory"
"gene-HEATR5A|HEATR5A","grey"
"gene-LOC115495546|LOC115495546","yellow"
"gene-DTD2|DTD2","black"
"gene-NUBPL|NUBPL","greenyellow"
"gene-ARHGAP5|ARHGAP5","turquoise"
"gene-AKAP6|AKAP6","plum1"
"gene-NPAS3|NPAS3","grey"
"gene-EGLN3|EGLN3","orange"
"gene-LOC140684304|LOC140684304","pink"
"gene-SPTSSA|SPTSSA","skyblue3"
"gene-EAPP|EAPP","skyblue3"
"gene-SNX6|SNX6","turquoise"
"gene-CFL2|CFL2","red"
"gene-BAZ1A|BAZ1A","brown"
"gene-LOC100232496|LOC100232496","royalblue"
"gene-LOC100225763|LOC100225763","skyblue3"
"gene-PRORP|PRORP","turquoise"
"gene-PPP2R3C|PPP2R3C","black"
"gene-PSMA6|PSMA6","magenta"
"gene-NFKBIA|NFKBIA","thistle1"
"gene-RALGAPA1|RALGAPA1","yellow"
"gene-LOC140684305|LOC140684305","orange"
"gene-BRMS1L|BRMS1L","brown"
"gene-LOC115495549|LOC115495549","white"
"gene-MBIP|MBIP","cyan"
"gene-PAX9|PAX9","brown"
"gene-SLC25A21|SLC25A21","greenyellow"
"gene-MIPOL1|MIPOL1","honeydew1"
"gene-LOC140684308|LOC140684308","grey60"
"gene-LOC115495551|LOC115495551","magenta"
"gene-FOXA1|FOXA1","orange"
"gene-LOC116808448|LOC116808448","black"
"gene-SSTR1|SSTR1","greenyellow"
"gene-CLEC14A|CLEC14A","saddlebrown"
"gene-SEC23A|SEC23A","brown"
"gene-LOC121470075|LOC121470075","black"
"gene-GEMIN2|GEMIN2","floralwhite"
"gene-TRAPPC6B|TRAPPC6B","skyblue3"
"gene-PNN|PNN","yellow"
"gene-MIA2|MIA2","turquoise"
"gene-FBXO33|FBXO33","red"
"gene-COQ6|COQ6","midnightblue"
"gene-ZNF410|ZNF410","cyan"
"gene-FAM161B|FAM161B","brown4"
"gene-ENTPD5|ENTPD5","lightgreen"
"gene-VRTN|VRTN","pink"
"gene-SYNDIG1L|SYNDIG1L","brown"
"gene-ISCA2|ISCA2","brown"
"gene-ABCD4|ABCD4","yellow"
"gene-ALDH6A1|ALDH6A1","turquoise"
"gene-LIN52|LIN52","lightgreen"
"gene-VSX2|VSX2","grey"
"gene-LOC140684311|LOC140684311","lightcyan1"
"gene-NPC2|NPC2","blue"
"gene-LTBP2|LTBP2","pink"
"gene-AREL1|AREL1","lightgreen"
"gene-FCF1|FCF1","greenyellow"
"gene-YLPM1|YLPM1","red"
"gene-RPS6KL1|RPS6KL1","floralwhite"
"gene-DLST|DLST","brown"
"gene-PGF|PGF","yellow"
"gene-MLH3|MLH3","brown"
"gene-EIF2B2|EIF2B2","grey"
"gene-ACYP1|ACYP1","brown"
"gene-FOS|FOS","thistle1"
"gene-ZC2HC1C|ZC2HC1C","turquoise"
"gene-NEK9|NEK9","turquoise"
"gene-TMED10|TMED10","turquoise"
"gene-JDP2|JDP2","blue"
"gene-BATF|BATF","green"
"gene-FLVCR2|FLVCR2","turquoise"
"gene-ERG28|ERG28","brown"
"gene-TTLL5|TTLL5","honeydew1"
"gene-TGFB3|TGFB3","green"
"gene-IFT43|IFT43","paleturquoise"
"gene-GPATCH2L|GPATCH2L","purple"
"gene-ESRRB|ESRRB","bisque4"
"gene-VASH1|VASH1","green"
"gene-ANGEL1|ANGEL1","red"
"gene-LOC121470115|LOC121470115","skyblue"
"gene-LOC140684314|LOC140684314","yellow"
"gene-IRF2BPL|IRF2BPL","turquoise"
"gene-LOC140684315|LOC140684315","blue"
"gene-LOC140684316|LOC140684316","ivory"
"gene-CIPC|CIPC","grey"
"gene-TMEM63C|TMEM63C","darkolivegreen"
"gene-ISM2|ISM2","blue"
"gene-SPTLC2|SPTLC2","turquoise"
"gene-NGB|NGB","black"
"gene-GSTZ1|GSTZ1","brown"
"gene-POMT2|POMT2","pink"
"gene-LOC100221985|LOC100221985","grey"
"gene-TMED8|TMED8","pink"
"gene-NOXRED1|NOXRED1","blue"
"gene-VIPAS39|VIPAS39","blue"
"gene-AHSA1|AHSA1","blue"
"gene-ALKBH1|ALKBH1","brown"
"gene-SLIRP|SLIRP","magenta"
"gene-SNW1|SNW1","greenyellow"
"gene-ADCK1|ADCK1","yellow"
"gene-NRXN3|NRXN3","darkseagreen4"
"gene-DIO2|DIO2","orange"
"gene-CEP128|CEP128","tan"
"gene-TSHR|TSHR","royalblue"
"gene-GTF2A1|GTF2A1","brown"
"gene-STON2|STON2","orange"
"gene-SEL1L|SEL1L","midnightblue"
"gene-LOC115495574|LOC115495574","yellow"
"gene-FLRT2|FLRT2","darkseagreen4"
"gene-GALC|GALC","tan"
"gene-GPR65|GPR65","tan"
"gene-SPATA7|SPATA7","darkorange"
"gene-PTPN21|PTPN21","purple"
"gene-EML5|EML5","thistle1"
"gene-LOC121470125|LOC121470125","lightyellow"
"gene-ZC3H14|ZC3H14","palevioletred3"
"gene-TTC8|TTC8","royalblue"
"gene-FOXN3|FOXN3","lightgreen"
"gene-TDP1|TDP1","grey"
"gene-KCNK13|KCNK13","green"
"gene-PSMC1|PSMC1","brown"
"gene-NRDE2|NRDE2","pink"
"gene-CALM1|CALM1","turquoise"
"gene-TTC7B|TTC7B","cyan"
"gene-RPS6KA5|RPS6KA5","pink"
"gene-DGLUCY|DGLUCY","darkorange"
"gene-GPR68|GPR68","darkorange"
"gene-CCDC88C|CCDC88C","tan"
"gene-LOC140684327|LOC140684327","ivory"
"gene-LOC140684326|LOC140684326","yellow"
